Date,Time,Day,Hour,Subject,Text
2018-08-21 04:03:15,04:03:15,Tues,4,Thank you for your Citi Application,"Hi Andre,=20

Thank you for your application to the position Citi -Public Finance, Full T=
ime Analyst (North America - 2019) .=20

We're thrilled that you're interested in joining us. So, what happens next?=
 We'll be reviewing your background and experience and how they relate to t=
he program you wish to join. This can take a little time and each program's=
 timescales are different, so please bear with us, we'll be in touch as soo=
n as we can. When there are updates to your application status, we'll alway=
s let you know via email. We recommend adding this email address to your em=
ail contacts to ensure our emails don=E2=80=99t end up in your junk folders=
! Though your application has now been submitted, you can still update your=
 contact information by logging back into our website [1] https://citi.avat=
ure.net/careers/. It is critical to keep your contact information up to dat=
e so we can get hold of you when we need to.=20

Thank you!=20

All the best,=20
Citi Graduate Recruitment Team=20

  	Connect with us 	 [2]   	 [3]   	 [4]   	 [5]   	 [6]   	 [7]  =20

 The information contained in this electronic message and any attachments (=
the ""Message"") is intended for one or more specific individuals or entities=
, and may be confidential, proprietary, privileged or otherwise protected b=
y law. If you are not the intended recipient, please notify the sender imme=
diately, delete this Message and do not disclose, distribute, or copy it to=
 any third party or otherwise use this Message. Electronic messages are not=
 secure or error free and can contain viruses or may be delayed, and the se=
nder is not liable for any of these occurrences. The sender reserves the ri=
ght to monitor, record and retain electronic messages.=20

To ensure delivery to your inbox, please add us to your address book. Getti=
ng these notifications too often? [8] Unsubscribe from these emails at any =
time. Please do not reply to this email, as we are unable to respond from t=
his address. Citi, 388 Greenwich St., New York, NY 10013.

References

	Visible links
	1. http://citi.avature.net/mailRedir.php?u=3D1&code=3DuGH8mIV1MKQNaX7rXznt=
lPKOg3fH5Djs&link=3D2&transformedUrl=3D9dc5a1532447f1200f5ac3d6c11b684722c8=
0443d64b2baf625bf265d3857920
	2. https://www.facebook.com/CitiCareers/
	3. https://twitter.com/citicareers
	4. https://www.linkedin.com/company/citi/careers
	5. https://www.youtube.com/user/CITI
	6. https://www.glassdoor.com/citi
	7. https://www.instagram.com/citicareers/
	8. https://citi.avature.net/unsubscribe.php?uid=3Dafd5657007946bfe5fe02b7b=
e664af5ae1b7591e&code=3DuGH8mIV1MKQNaX7rXzntlPKOg3fH5Djs&lang=3D1
"
2018-08-23 02:20:38,02:20:38,Thur,2,"Investment Banking Analyst - Recapitalization and Restructuring
  (NYC) - Immediate Hire-1802902 at Raymond James","<div><div>
<div>
<p style=3D""margin: 0in 0in 0pt;"" style=3D""margin-top:0px;margin-bottom:0px=
""><span style=3D""font-family:&quot;arial&quot;,sans-serif"">Dear Andre</span=
></p>
<p style=3D""margin: 0in 0in 0pt;"" style=3D""margin-top:0px;margin-bottom:0px=
""><span style=3D""font-family:&quot;arial&quot;,sans-serif"">&nbsp;</span></p=
>
<p style=3D""margin: 0in 0in 0pt;"" style=3D""margin-top:0px;margin-bottom:0px=
""><span style=3D""font-family:&quot;arial&quot;,sans-serif"">We=E2=80=99ve su=
ccessfully received your application! Thank you for your interest in the In=
vestment Banking Analyst - Recapitalization and Restructuring  (NYC) - Imme=
diate Hire<span style=3D""color:red"">&nbsp;</span>position and in Raymond Ja=
mes. Since 1962, we=E2=80=99ve been helping clients invest in their futures=
 by investing in talented professionals like you, and we look forward to he=
lping you explore the opportunities available here.</span></p>
<p style=3D""margin: 0in 0in 0pt;"" style=3D""margin-top:0px;margin-bottom:0px=
""><span style=3D""font-family:&quot;arial&quot;,sans-serif"">&nbsp;</span></p=
>
<p style=3D""margin: 0in 0in 0pt;"" style=3D""margin-top:0px;margin-bottom:0px=
""><span style=3D""font-family:&quot;arial&quot;,sans-serif"">We=E2=80=99re in=
 the process of reviewing your information now, and you can expect to hear =
back from us within 14 business days. If you have questions in the meantime=
, email</span> <a href=3D""mailto:TalentAcquisition@raymondjames.com""><span =
style=3D""font-family:&quot;arial&quot;,sans-serif""><span style=3D""color:#00=
00ff"">TalentAcquisition@raymondjames.com</span></span></a> <span style=3D""f=
ont-family:&quot;arial&quot;,sans-serif"">and we=E2=80=99ll be happy to answ=
er them.</span></p>
<p style=3D""margin: 0in 0in 0pt;"" style=3D""margin-top:0px;margin-bottom:0px=
""><span style=3D""font-family:&quot;arial&quot;,sans-serif"">&nbsp;</span></p=
>
<p style=3D""margin: 0in 0in 0pt;"" style=3D""margin-top:0px;margin-bottom:0px=
""><span style=3D""font-family:&quot;arial&quot;,sans-serif"">Thanks again for=
 taking the time to apply and for your interest in Raymond James.</span></p=
>
<p style=3D""margin: 0in 0in 0pt;"" style=3D""margin-top:0px;margin-bottom:0px=
""><span style=3D""font-family:&quot;arial&quot;,sans-serif"">&nbsp;</span></p=
>
<p style=3D""margin: 0in 0in 0pt;"" style=3D""margin-top:0px;margin-bottom:0px=
""><span style=3D""font-family:&quot;arial&quot;,sans-serif"">Sincerely,</span=
></p>
<p style=3D""margin: 0in 0in 0pt;"" style=3D""margin-top:0px;margin-bottom:0px=
""><span style=3D""font-family:&quot;arial&quot;,sans-serif"">Raymond James Ta=
lent Acquisition</span></p>
</div>
</div></div><div><html>=20
<head><meta http-equiv=3D""Content-Type"" content=3D""text/html; charset=3Diso=
-8859-1""></head>=20
<body><div><font face=3D""Arial""><br><br><br><hr/>=20
Set your account preferences anytime by accessing the <a href=3D""https://ra=
ymondjames.taleo.net/careersection/careersection/candidateportal/myaccount/=
myAccountView.jsf?lang=3Den&csNo=3D10161&portal=3D18201430233"">My Account</=
a> page.<br>=20
</font></div></body></html></div>"
2018-08-23 02:52:27,02:52:27,Thur,2,Your candidate reference number - UBS.,"PGh0bWw+PGhlYWQ+PE1FVEEgaHR0cC1lcXVpdj0iQ29udGVudC1UeXBlIiBjb250ZW50
PSJ0ZXh0L2h0bWw7IGNoYXJzZXQ9dXRmLTgiPjwvaGVhZD48Ym9keT48Zm9udCBzdHls
ZT0iZm9udC1zaXplOiAxM3B4Ij48Zm9udCBzdHlsZT0iZm9udC1mYW1pbHk6IGFyaWFs
LCBoZWx2ZXRpY2EsIHNhbnMtc2VyaWY7IHNpemU6IHVuZGVmaW5lZCI+RGVhciBBbmRy
ZSw8YnI+PGJyPlRoYW5rIHlvdSBmb3IgeW91ciBpbnRlcmVzdCBpbiB3b3JraW5nIHdp
dGggdXMuIFdlJ3JlIHBsZWFzZWQgdG8gc2F5IHRoYXQgd2UndmUgcmVjZWl2ZWQgeW91
ciBhcHBsaWNhdGlvbi4gV2UnbGwgYmUgaW4gdG91Y2ggc29vbiB0byBnaXZlIHlvdSBh
biB1cGRhdGUuIDxicj48YnI+WW91ciBDVi9yZXN1bWUgaGFzIGJlZW4gc3VibWl0dGVk
IGZvciB0aGUgZm9sbG93aW5nIHJvbGUocyk6IDxiPjxicj4NCjIwMTkgR3JhZHVhdGUg
VGFsZW50IFByb2dyYW0gKENDUyAtIEludmVzdG1lbnQgQmFua2luZykgTmV3IFlvcmsg
MTc5OTA3QlI8YnI+DQo8L2I+PGJyPllvdXIgY2FuZGlkYXRlIHJlZmVyZW5jZSBudW1i
ZXIgaXM6IDxicj48Yj4yNzEwMTI4PC9iPi48YnI+PGJyPkluIHRoZSBtZWFudGltZSBp
ZiB5b3Ugd2FudCB0byBrbm93IG1vcmUgYWJvdXQgdXMgYW5kIGZpbmQgb3V0IGFib3V0
IG91ciBzZWxlY3Rpb24gcHJvY2VzcyBwbGVhc2UgdmlzaXQgb3VyIDxhIGhyZWY9Imh0
dHA6Ly93d3cudWJzLmNvbS9jYXJlZXJzIiB0YXJnZXQ9Il9ibGFuayI+Y2FyZWVycyB3
ZWJzaXRlPC9hPi48YnI+PGJyPkJlc3Qgd2lzaGVzLDxicj5VQlMgUmVjcnVpdGluZyBU
ZWFtPC9mb250PjwvZm9udD48L2JvZHk+PC9odG1sPg==

"
2018-08-23 02:55:33,02:55:33,Thur,2,Your candidate reference number - UBS.,"PGh0bWw+PGhlYWQ+PE1FVEEgaHR0cC1lcXVpdj0iQ29udGVudC1UeXBlIiBjb250ZW50
PSJ0ZXh0L2h0bWw7IGNoYXJzZXQ9dXRmLTgiPjwvaGVhZD48Ym9keT48Zm9udCBzdHls
ZT0iZm9udC1zaXplOiAxM3B4Ij48Zm9udCBzdHlsZT0iZm9udC1mYW1pbHk6IGFyaWFs
LCBoZWx2ZXRpY2EsIHNhbnMtc2VyaWY7IHNpemU6IHVuZGVmaW5lZCI+RGVhciBBbmRy
ZSw8YnI+PGJyPlRoYW5rIHlvdSBmb3IgeW91ciBpbnRlcmVzdCBpbiB3b3JraW5nIHdp
dGggdXMuIFdlJ3JlIHBsZWFzZWQgdG8gc2F5IHRoYXQgd2UndmUgcmVjZWl2ZWQgeW91
ciBhcHBsaWNhdGlvbi4gV2UnbGwgYmUgaW4gdG91Y2ggc29vbiB0byBnaXZlIHlvdSBh
biB1cGRhdGUuIDxicj48YnI+WW91ciBDVi9yZXN1bWUgaGFzIGJlZW4gc3VibWl0dGVk
IGZvciB0aGUgZm9sbG93aW5nIHJvbGUocyk6IDxiPjxicj4NCkdyYWR1YXRlIFRhbGVu
dCBQcm9ncmFtIDIwMTksIENvcnBvcmF0ZSBDbGllbnQgU29sdXRpb25zIElCRCBIb25n
IEtvbmcgMTc4NjAxQlI8YnI+DQo8L2I+PGJyPllvdXIgY2FuZGlkYXRlIHJlZmVyZW5j
ZSBudW1iZXIgaXM6IDxicj48Yj4yNzEwMTI4PC9iPi48YnI+PGJyPkluIHRoZSBtZWFu
dGltZSBpZiB5b3Ugd2FudCB0byBrbm93IG1vcmUgYWJvdXQgdXMgYW5kIGZpbmQgb3V0
IGFib3V0IG91ciBzZWxlY3Rpb24gcHJvY2VzcyBwbGVhc2UgdmlzaXQgb3VyIDxhIGhy
ZWY9Imh0dHA6Ly93d3cudWJzLmNvbS9jYXJlZXJzIiB0YXJnZXQ9Il9ibGFuayI+Y2Fy
ZWVycyB3ZWJzaXRlPC9hPi48YnI+PGJyPkJlc3Qgd2lzaGVzLDxicj5VQlMgUmVjcnVp
dGluZyBUZWFtPC9mb250PjwvZm9udD48L2JvZHk+PC9odG1sPg==

"
2018-08-24 04:28:55,04:28:55,Fri,4,Thanks for Applying to Loop Capital!,[<email.message.Message object at 0x1a0be85630>]
2018-08-24 23:00:03,23:00:03,Fri,23,"HSBC 2018 Application - Invitation to Online Job Simulation
 Assessment","Dear Andre,

We are pleased to confirm that you have successfully completed the online immersive assessment for the position of Graduate - Global Banking & Markets - Global Banking - Investment Banking - North America - USA - New York.
We would now like to invite you to the next stage of the assessment process.

Assessment details:
The next stage of the assessment consists of an online job simulation assessment.
The information gathered from these tests forms one part of the selection procedure and provides useful additional information that we cannot gain from the other parts of the process.
This is a video delivered business-line aligned assessment, covering verbal, written skills as well as behaviour and critical analysis. For the best experience you should access the assessments using a common operating system and browser.  We would also recommend, where possible, that you access the system using a computer/laptop with strong WiFi access to have the best experience.

Should you experience any technical difficulties, please contact our Support Technical Team on http://hirevue.force.com/E2Candidate

Completing the assessments:
To access your application please click on the link below where you will be able to complete the online assessment:    https://earlycareers.hsbc.gtios.com

Once you have accessed your application, links to your assessment will be displayed.
Answer the questions steadily with no distractions or input from any other person.  Please note that elements of this Job Simulation assessment are timed.

Deadline:
Candidates are allowed 7 days to complete the online assessment.

Next Steps:
If you meet the required benchmark for both online test your application will be reviewed in more detail with a view to progressing to the next stage of the selection process.

As a ""Disability Confident"" employer we actively encourage applications from a diverse talent pool. Should you need any adjustments to be made for you in order to allow you to be properly considered for the role, please flag at the earliest opportunity and contact us at hsbc@graduatequeries.co.uk so that we can discuss with you further.

If you have any questions please do not hesitate to contact us.

Kind regards
HSBC Graduate Recruitment Team"
2018-08-31 06:46:29,06:46:29,Fri,6,Your online application has been successfully submitted,"<p>Dear Andre,</p>

<p>Thank you for your interest in employment with Wells Fargo.</p>

<p>We have received your application for the following Job Opening:</p>

<p>5429742-Investment Banking Program Analyst 1</p>

<p>You may view your application by clicking on the address provided here, or by copying and pasting it into your web browser. After you sign on, click My Job Applications and then select your application for this job opening by clicking the right arrow button.</p>

<p>https://employment.wellsfargo.com/psp/PSEA/APPLICANT_NW/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?FOCUS=Applicant&FolderPath=PORTAL_ROOT_OBJECT.HRS_CAREERS_FL</p>

<p>We appreciate the time you've taken to share your background and experience with us.  We will review your application and contact you if there is a match between your background and our needs.  We wish you success in your job search.</p>

<p>Sincerely,</p>

<p>Wells Fargo Recruiting</p>

<p>This email is being sent from a mailbox that is not monitored. Please do not reply directly to this message.</p>
<p>Note: This is not an offer of employment.</p>
<p>Relevant military experience is considered for veterans and transitioning service men and women.<br>Wells Fargo is an Affirmative Action and Equal Opportunity Employer, Minority/Female/Disabled/Veteran/Gender Identity/Sexual Orientation.</p>

<p>IMPORTANT DISCLAIMER: When receiving emails, you should be aware that your email service provider may add hyperlinks to the content of the email. Please note that any hyperlinks sponsored by Wells Fargo in connection with its employment application process will include a <a href=""http://www.wellsfargo.com/"">wellsfargo.com</a> address in the link. Any hyperlinks that do not specifically include a <a href=""http://www.wellsfargo.com/"">wellsfargo.com</a> address are not sponsored by Wells Fargo, and Wells Fargo makes no representation regarding the validity or security of such hyperlinks. Also, please note that Wells Fargo does not require candidates to pay fees in connection with its employment application process.</p>
"
2018-08-31 08:47:38,08:47:38,Fri,8,Thank you for your interest in Peter J Solomon Company,"RGVhciBBbmRyZSwNCgoNCgpUaGFuayB5b3UgZm9yIHlvdXIgaW50ZXJlc3QgaW4gUGV0ZXIgSiBT
b2xvbW9uIENvbXBhbnkuDQoKDQoKQXMgeW91IGNhbiBpbWFnaW5lIHdlIHJlY2VpdmUgYSBncmVh
dCBtYW55IHJlc3VtZXMgZnJvbSBleHRyZW1lbHkgcXVhbGlmaWVkIGFwcGxpY2FudHMuIEJlIGFz
c3VyZWQgdGhhdCB5b3VycyBoYXMgbm90IGxhbmRlZCBpbiBhIGJsYWNrIGhvbGUuIElmIHdlIGhh
dmUgYSBzdWl0YWJsZSBvcGVuaW5nIGZvciBzb21lb25lIHdpdGggeW91ciBwYXJ0aWN1bGFyIHNr
aWxscywgd2Ugd2lsbCBjb250YWN0IHlvdS4KDQoKDQoKQmVsb3cgaXMgYSBzdW1tYXJ5IG9mIHlv
dXIgaW5xdWlyeToNCgoNCgoNClN1bW1hcnkgb2Ygd2ViIGZvcm0gc3VibWlzc2lvbjoNCiANCllv
dXIgTmFtZQ0KQW5kcmUgU2VhbHkgDQpFbWFpbCBBZGRyZXNzDQphbmRyZXRzZWFseUBnbWFpbC5j
b20gDQpDYXNlIE51bWJlcg0KMTI1NjAwOTAgDQpIb21lIFBob25lIE51bWJlcg0KNjQ2LTI4Ni0w
OTk1IA0KQXR0YWNobWVudA0KQW5kcmUgU2VhbHkgUmVzdW1lLnBkZiAoMTA1LjQya2IpIA0KDQpM
aW5rZWRJbiBQcm9maWxlDQpodHRwczovL3d3dy5saW5rZWRpbi5jb20vaW4vYW5kcmVzZWFseS8g
DQpDb3ZlciBMZXR0ZXINCkkgYW0gYSBmaW5hbCB5ZWFyIEZpbmFuY2UgYW5kIEVjb25vbWljcyBz
dHVkZW50IGF0IFBhY2UgVW5pdmVyc2l0eSBJ4oCZbSB2ZXJ5IGVhZ2VyIHRvIGxhdW5jaCBteSBp
bnZlc3RtZW50IGJhbmtpbmcgY2FyZWVyIGFuZCB3b3VsZCBsaWtlIHRvIGJlIGNvbnNpZGVyZWQg
Zm9yIGFuIEludmVzdG1lbnQgQmFua2luZyBBbmFseXN0IHBvc2l0aW9uIGF0IFBKIFNvbG9tb24u
IEphY2sgWW9yayAoQW5hbHlzdCkgaGFzIHNoYXJlZCBhIGZldyBpbnRlcmVzdGluZyBzdG9yaWVz
IHdpdGggbWUgYWJvdXQgdGhlIGRhaWx5IHdvcmtpbmcgbGlmZSBhdCBQSiBTb2xvbW9uLCBhbmQg
dGhlIG9wcG9ydHVuaXR5IHRvIHdvcmsgYXQgTmF0aXhpcyBzb3VuZHMgdmVyeSBhdHRyYWN0aXZl
LiBJ4oCZdmUgcmVjZW50bHkgY29tcGxldGVkIGFuIG92ZXJzZWFzIHN1bW1lciBpbnRlcm5zaGlw
IGF0IExhbWl2b2llIENhcGl0YWwgUGFydG5lcnMsIHdoaWNoIHdhcyBhd2FyZGVkIHRvIG1lIHRo
cm91Z2ggYSBzY2hvbGFyc2hpcCB0aGF0IEkgd29uIGZyb20gdGhlIGhvbm9ycyBidXNpbmVzcyBz
b2NpZXR5IEJldGEgR2FtbWEgU2lnbWEuIEkgaGFkIHRoZSBvcHBvcnR1bml0eSB0byBwYXJ0aWNp
cGF0ZSBpbiBhIHN0YXJ0LXVwIGRlYWwgdmFsdWVkIGF0ICQ4ME0sIHByb2R1Y2VkIGEgY29tcGV0
aXRpdmUgbGFuZHNjYXBlIHJlcG9ydCBvbiB0aGUgJDQwQiB0ZWNobm9sb2d5IGluZHVzdHJ5IGlu
IFNoZW56aGVuLCBDaGluYSwgYW5kIGxlYWQgYSB0ZWFtIG9mIDMgaW50ZXJucyB0byBidWlsZCBh
IERpc2NvdW50ZWQgQ2FzaCBGbG93IG1vZGVsIGZvciBhICQzQiBwcml2YXRlIGVxdWl0eSBjbGll
bnQuIFRoZXNlIGV4cGVyaWVuY2VzIGJvb3N0ZWQgbXkgYW5hbHl0aWNhbCBhbmQgcHJvYmxlbS1z
b2x2aW5nIHNraWxscywgd2hpbGUgYWxzbyBhbGxvd2luZyBtZSB0byBob25lIG15IGxlYWRlcnNo
aXAgc2tpbGxzLiBNeSBhYmlsaXR5IHRvIGdldCByZXN1bHRzIGluIHN1Y2ggYSBzaG9ydCB0aW1l
IG1ha2VzIG1lIGNvbmZpZGVudCB0aGF0IEkgY2FuIHN1Y2Nlc3NmdWxseSBjb250aW51ZSBteSBp
bnZlc3RtZW50IGJhbmtpbmcgY2FyZWVyIGFzIGEgZmlyc3QteWVhciBhbmFseXN0LiBXaXRoIG15
IGVjb25vbWljcyBhbmQgZmluYW5jZSBiYWNrZ3JvdW5kLCBhbmFseXRpY2FsIHNraWxscywgYW5k
IHJlc3VsdHMtZHJpdmVuIGZvY3VzLCBJIGZlZWwgdGhhdCB0aGlzIHByb2dyYW0gaXMgYSBuYXR1
cmFsIGZpdC4gSSBhbSBleGNpdGVkIGFib3V0IHRoZSBwcm9zcGVjdCBvZiBqb2luaW5nIHlvdXIg
dGVhbSBhbmQgeW91ciBmaXJtLiBGZWVsIGZyZWUgdG8gY29udGFjdCBtZSBhbnkgdGltZSB1c2lu
ZyB0aGUgaW5mb3JtYXRpb24gaW4gbXkgcmVzdW1lIGFuZCB3aXRoaW4gdGhlIGFwcGxpY2F0aW9u
LiBJIGxvb2sgZm9yd2FyZCB0byB0aGUgb3Bwb3J0dW5pdHkgb2YgZGlzY3Vzc2luZyB0aGUgcHJv
Z3JhbSB3aXRoIHlvdSBhbmQgaG9wZSB0byBoZWFyIGZyb20geW91IHNvb24uIFNpbmNlcmVseSwg
QW5kcmUgU2VhbHkgIA0KQXBwbHlpbmcgZm9yDQpBbmFseXN0IA0KIA0KCgoNCg0K


"
2018-08-31 08:54:38,08:54:38,Fri,8,Thank you for your resume,"Jobs Applied to on 08/31/2018
          
          
            ID: 645062 - Equity Research Internship - General
          
          
         
         	Dear Andre, Thank you for your resume and for your interest in career opportunities with our firm.

Your background and qualifications will be carefully evaluated.  Should we determine that there is a match  between our requirements and your experience, we will contact you to discuss the position in further detail. 

Meanwhile, allow us to wish you the very best of luck in  your career search efforts.

Kindest regards,

Wedbush Securities 
Recruiting and Employment
           "
2018-08-31 09:10:50,09:10:50,Fri,9,"Analyst, Mergers & Acquisitions-18000902 at Duff & Phelps","<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01//EN"" ""http://www.w3.org/TR/html4/strict.dtd"">
<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""/><title></title>
</head>
<body style='font-family: Arial, Times New Roman, Verdana, Sans-Serif; padding: 5px 5px 5px 5px; margin: 0px; border-style: none; background-color: #ffffff'>
<div><div><span style=""font-family:arial""><img src= ""https://duffphelps.taleo.net/smartorg/CorrespondenceLogo.jss?logo=company_logo_01&instant=1535721050189""> </img><br />
<br />
Sir or Madam:</span></div>
<div>&nbsp;</div>
<div><span style=""font-family:arial"">We have received your application for the position of Analyst, Mergers & Acquisitions-18000902 and are currently reviewing your experience and qualifications.<br />
<br />
If you would like to review your candidate file, <a href=""https://duffphelps.taleo.net/careersection/ex/jobapply.ftl?job=18000902&lang=en"">click here</a>.<br />
<br />
If your profile corresponds to our requirements, a member of our Talent Acquisition Department will contact you soon.<br />
<br />
We thank you for your interest in Duff & Phelps.</span></div>
<div><br />
Best regards,<br />
<br />
Duff &amp; Phelps Global Talent Acquisition Team<br />
<p style=""margin-top:0px;margin-bottom:0px"">&nbsp;</p>
<p style=""margin-top:0px;margin-bottom:0px"">&nbsp;</p>
<p style=""margin-top:0px;margin-bottom:0px"">Replies to this message are undeliverable and will not reach the Human Resources Department. Please do not reply.</p>
<p style=""margin-top:0px;margin-bottom:0px"">&nbsp;</p>
</div></div></body>
</html>
"
2018-08-31 09:30:57,09:30:57,Fri,9,Thank you for your application,"Jobs Applied to on 08/31/2018
            
            
              ID: 272279 - Investment Banking 2019 Analyst Class
            
            
Thank you for your interest in D.A. Davidson Companies.&nbsp; We appreciate you taking the time to submit an application.&nbsp;
We are currently reviewing your&nbsp;information and evaluating your&nbsp;qualifications.
If there is a match between our requirements and your experience, we will contact you to discuss the position in further detail.
We wish you the best in your employment search!             
            Sincerely,
Human Capital
D.A. Davidson Companies"
2018-09-01 09:56:10,09:56:10,Sat,9,Thank you from BB&T!,"<!doctype html><html xmlns:o=3D""urn:schemas-microsoft-com:office:office"" xm=
lns:v=3D""urn:schemas-microsoft-com:vml"">
<head>
<META http-equiv=3D""Content-Type"" content=3D""text/html; charset=3DUTF-8"">
<title></title>
<style type=3D""text/css"">body, table {
  font-family: Verdana, Arial, sans-serif;
  font-size: 12px; width:100%;
}
div {
  padding-top:5px;
  padding-bottom:5px;
}
img=20
{
  border:0px;
}</style>
</head>
<body><div>
Dear Andre ,<br>
<br>Thank you for applying!<br>
<br>We have received your employment application and appreciate you wanting=
 to pursue your career by being part of BB&T. We are reviewing your qualifi=
cations, and you will be contacted if you are among the most competitive ca=
ndidates for the Investment Banker Analyst position to which you applied. Y=
ou may also keep track of your progress for this position by logging back i=
nto the <a href=3D""https://bbt.wd1.myworkdayjobs.com/Careers"">BB&T Career S=
ite</a>, clicking on the cloud icon in the upper right-hand corner, and cli=
cking on View Profile.<br>
<br>To learn about what it=E2=80=99s like to work at BB&T, please visit our=
 <a href=3D""http://www.bbt.com"">website</a> and explore the information ava=
ilable to you. Additionally, please click on the link to learn more about t=
he <a href=3D""https://bbt.mediaroom.com/our-culture"">BB&T Culture</a>.<br>
<br>
<br>Sincerely,<br>BB&T Recruiting & Talent Acquisition<br>http://BBT.com<br=
>
<br>This is an automated email; please do not reply to this email address.
</div><div>
<br/>
</div><div>
Business Process: Review Candidate for Job Application: Andre Sealy - R0008=
748 Investment Banker Analyst (A0222679)
</div><div>
Subject: Job Application: Andre Sealy - R0008748 Investment Banker Analyst =
(A0222679) on 09/01/2018
</div>
=09     <div>
=09    <!--[if mso | IE]>
=09      <table border=3D""0"" cellpadding=3D""0"" cellspacing=3D""0"" width=3D""6=
00"" align=3D""center"" style=3D""width:600px;"">
=09        <tr>
=09          <td style=3D""line-height:0px;font-size:0px;mso-line-height-rul=
e:exactly;"">
=09      <![endif]-->
=09    <div style=3D""margin:0 auto;max-width:600px;"">
=09      <table cellpadding=3D""0"" cellspacing=3D""0"" style=3D""font-size:0px;=
width:100%;"" align=3D""center"" border=3D""0"">
=09        <tbody>
=09          <tr>
=09            <td style=3D""text-align:center;vertical-align:top;font-size:=
0px;padding:20px 0px;""></td>
=09          </tr>
=09        </tbody>
=09      </table>
=09    </div>
=09    <!--[if mso | IE]>
=09      </td></tr></table>
=09      <![endif]-->
=09    <!--[if mso | IE]>
=09      <table border=3D""0"" cellpadding=3D""0"" cellspacing=3D""0"" width=3D""6=
00"" align=3D""center"" style=3D""width:600px;"">
=09        <tr>
=09          <td style=3D""line-height:0px;font-size:0px;mso-line-height-rul=
e:exactly;"">
=09      <![endif]-->
=09    <div style=3D""margin:0 auto;max-width:600px;"">
=09      <table cellpadding=3D""0"" cellspacing=3D""0"" style=3D""font-size:0px;=
width:100%;"" align=3D""center"" border=3D""0"">
=09        <tbody>
=09          <tr>
=09            <td style=3D""text-align:center;vertical-align:top;font-size:=
0px;padding:20px 0px;""></td>
=09          </tr>
=09        </tbody>
=09      </table>
=09    </div>
=09    <!--[if mso | IE]>
=09      </td></tr></table>
=09      <![endif]-->
      <!--[if mso | IE]>
=09      <table border=3D""0"" cellpadding=3D""0"" cellspacing=3D""0"" width=3D""6=
00"" align=3D""center"" style=3D""width:600px;"">
=09        <tr>
=09          <td style=3D""line-height:0px;font-size:0px;mso-line-height-rul=
e:exactly;"">
=09      <![endif]--><div xmlns:wd=3D""urn:com.workday/bsvc"" style=3D""margin=
:0 auto;max-width:600px;"">
<table border=3D""0"" align=3D""center"" style=3D""font-size:0px;width:100%;"" ce=
llspacing=3D""0"" cellpadding=3D""0"">
<tbody>
<tr>
<td style=3D""text-align:center;vertical-align:top;font-size:0px;padding:20p=
x 0px;"">
<!--[if mso | IE]>
=09 <table border=3D""0"" cellpadding=3D""0"" cellspacing=3D""0""><tr><td style=
=3D""vertical-align:top;width:600px;"">
=09      <![endif]-->
<div style=3D""vertical-align:top;display:inline-block;font-size:13px;text-a=
lign:left;width:100%;"" class=3D""mj-column-per-100"" aria-labelledby=3D""mj-co=
lumn-per-100"">
<table border=3D""0"" width=3D""100%"" cellspacing=3D""0"" cellpadding=3D""0"">
<tbody>
<tr>
<td align=3D""center"" style=3D""word-break:break-word;font-size:0px;padding-b=
ottom:0px;"">
<div style=3D""cursor:auto;color:#98a0a6;font-family:Roboto;font-size:12px;f=
ont-weight:400;line-height:22px;"">This email was intended for andretsealy@g=
mail.com</div>
</td>
</tr>
</tbody>
</table>
</div>
<!--[if mso | IE]>
=09      </td></tr></table>
=09      <![endif]-->
</td>
</tr>
</tbody>
</table>
</div>
<!--[if mso | IE]>
=09      </td></tr></table>
=09      <![endif]-->
</body>
</html>
"
